template_id,src_cat,src_aspect,predicate,tgt_cat,tgt_aspect
t7128,behavioral feature,,associated with sensitivity to,chemical mixture,
t7129,behavioral feature,,associated with sensitivity to,environmental food contaminant,
t7130,behavioral feature,,associated with resistance to,molecular entity,
t7131,behavioral feature,,associated with resistance to,chemical mixture,
t7132,behavioral feature,,associated with resistance to,environmental food contaminant,
t7133,behavioral feature,,is diagnosed by,diagnostic aid,
t7134,behavioral feature,,condition associated with gene,gene,
t7135,behavioral feature,,condition ameliorated by,chemical entity,
t7136,behavioral feature,,condition ameliorated by,drug,
t7137,behavioral feature,,condition ameliorated by,treatment,
t7138,behavioral feature,,condition prevented by,chemical entity,
t7139,behavioral feature,,condition prevented by,drug,
t7140,behavioral feature,,condition prevented by,treatment,
t7141,behavioral feature,,condition promoted by,chemical entity,
t7142,behavioral feature,,condition promoted by,drug,
t7143,behavioral feature,,condition promoted by,treatment,
t7144,behavioral feature,,condition predisposed by,chemical entity,
t7145,behavioral feature,,condition predisposed by,drug,
t7146,behavioral feature,,condition predisposed by,treatment,
t7147,behavioral feature,,condition exacerbated by,chemical entity,
t7148,behavioral feature,,condition exacerbated by,drug,
t7149,behavioral feature,,condition exacerbated by,treatment,
t7150,behavioral feature,,treated by,chemical entity,
t7151,behavioral feature,,treated by,drug,
t7152,behavioral feature,,treated by,treatment,
t7153,behavioral feature,,tested by clinical trials of,chemical entity,
t7154,behavioral feature,,tested by clinical trials of,drug,
t7155,behavioral feature,,tested by clinical trials of,treatment,
t7156,behavioral feature,,treated in studies by,chemical entity,
t7157,behavioral feature,,treated in studies by,drug,
t7158,behavioral feature,,treated in studies by,treatment,
t7159,behavioral feature,,tested by preclinical trials of,chemical entity,
t7160,behavioral feature,,tested by preclinical trials of,drug,
t7161,behavioral feature,,tested by preclinical trials of,treatment,
t7162,behavioral feature,,models demonstrating benefits for,chemical entity,
t7163,behavioral feature,,models demonstrating benefits for,drug,
t7164,behavioral feature,,models demonstrating benefits for,treatment,
t7165,behavioral feature,,treatment applications from,chemical entity,
t7166,behavioral feature,,treatment applications from,drug,
t7167,behavioral feature,,treatment applications from,treatment,
t7168,behavioral feature,,subject of treatment application or study for treatment by,chemical entity,
t7169,behavioral feature,,subject of treatment application or study for treatment by,drug,
t7170,behavioral feature,,subject of treatment application or study for treatment by,treatment,
t7171,behavioral feature,,correlated with,attribute,
t7172,behavioral feature,,correlated with,organism taxon,
t7173,behavioral feature,,correlated with,event,
t7174,behavioral feature,,positively correlated with,attribute,
t7175,behavioral feature,,positively correlated with,organism taxon,
t7176,behavioral feature,,positively correlated with,event,
t7177,behavioral feature,,negatively correlated with,attribute,
t7178,behavioral feature,,negatively correlated with,organism taxon,
t7179,behavioral feature,,negatively correlated with,event,
t7180,behavioral feature,,occurs together in literature with,attribute,
t7181,behavioral feature,,occurs together in literature with,organism taxon,
t7182,behavioral feature,,occurs together in literature with,event,
t7183,behavioral feature,,has biomarker,chemical entity,
t7184,behavioral feature,,has biomarker,regulatory region,
t7185,behavioral feature,,has biomarker,accessible dna region,
t7186,behavioral feature,,has phenotype,behavioral feature,
t7187,behavioral feature,,has phenotype,clinical finding,
t7188,behavioral feature,,phenotype of,regulatory region,
t7189,behavioral feature,,phenotype of,biological process or activity,
t7190,behavioral feature,,phenotype of,genetic inheritance,
t7191,behavioral feature,,located in,attribute,
t7192,behavioral feature,,located in,organism taxon,
t7193,behavioral feature,,located in,event,
t7194,behavioral feature,,location of,attribute,
t7195,behavioral feature,,location of,organism taxon,
t7196,behavioral feature,,location of,event,
t7197,behavioral feature,,is input of,molecular activity,
t7198,behavioral feature,,is input of,biological process,
t7199,behavioral feature,,is output of,molecular activity,
t7200,behavioral feature,,is output of,biological process,
t7201,behavioral feature,,actively involved in,molecular activity,
t7202,behavioral feature,,actively involved in,biological process,
t7203,behavioral feature,,capable of,activity and behavior,
t7204,behavioral feature,,capable of,phenomenon,
t7205,behavioral feature,,capable of,environmental process,
t7206,behavioral feature,,has mode of inheritance,genetic inheritance,
t7207,behavioral feature,,consumes,attribute,
t7208,behavioral feature,,consumes,organism taxon,
t7209,behavioral feature,,consumes,event,
t7210,behavioral feature,,consumed by,attribute,
t7211,behavioral feature,,consumed by,organism taxon,
t7212,behavioral feature,,consumed by,event,
t7213,behavioral feature,,adverse event of,chemical entity,
t7214,behavioral feature,,adverse event of,drug,
t7215,behavioral feature,,adverse event of,treatment,
t7216,behavioral feature,,is side effect of,chemical entity,
t7217,behavioral feature,,is side effect of,drug,
t7218,behavioral feature,,is side effect of,treatment,
t7219,behavioral feature,,has contraindication,chemical entity,
t7220,behavioral feature,,has contraindication,drug,
t7221,behavioral feature,,has contraindication,treatment,
t7222,behavioral feature,,in taxon,organism taxon,
t7223,anatomical entity,,related to,attribute,
t7224,anatomical entity,,related to,organism taxon,
t7225,anatomical entity,,related to,event,
t7226,anatomical entity,,associated with,attribute,
t7227,anatomical entity,,associated with,organism taxon,
t7228,anatomical entity,,associated with,event,
t7229,anatomical entity,,assesses,attribute,
t7230,anatomical entity,,assesses,organism taxon,
t7231,anatomical entity,,assesses,event,
t7232,anatomical entity,,is assessed by,attribute,
t7233,anatomical entity,,is assessed by,organism taxon,
t7234,anatomical entity,,is assessed by,event,
t7235,anatomical entity,,interacts with,attribute,
t7236,anatomical entity,,interacts with,organism taxon,
t7237,anatomical entity,,interacts with,event,
t7238,anatomical entity,,associated with sensitivity to,molecular entity,
t7239,anatomical entity,,associated with sensitivity to,chemical mixture,
t7240,anatomical entity,,associated with sensitivity to,environmental food contaminant,
t7241,anatomical entity,,associated with resistance to,molecular entity,
t7242,anatomical entity,,associated with resistance to,chemical mixture,
t7243,anatomical entity,,associated with resistance to,environmental food contaminant,
t7244,anatomical entity,,regulates,physical essence,
t7245,anatomical entity,,regulates,occurrent,
t7246,anatomical entity,,regulated by,physical essence,
t7247,anatomical entity,,regulated by,occurrent,
t7248,anatomical entity,,correlated with,attribute,
t7249,anatomical entity,,correlated with,organism taxon,
t7250,anatomical entity,,correlated with,event,
t7251,anatomical entity,,positively correlated with,attribute,
t7252,anatomical entity,,positively correlated with,organism taxon,
t7253,anatomical entity,,positively correlated with,event,
t7254,anatomical entity,,negatively correlated with,attribute,
t7255,anatomical entity,,negatively correlated with,organism taxon,
t7256,anatomical entity,,negatively correlated with,event,
t7257,anatomical entity,,occurs together in literature with,attribute,
t7258,anatomical entity,,occurs together in literature with,organism taxon,
t7259,anatomical entity,,occurs together in literature with,event,
t7260,anatomical entity,,expresses,gene,
t7261,anatomical entity,,expresses,gene product mixin,
t7262,anatomical entity,,has phenotype,behavioral feature,
t7263,anatomical entity,,has phenotype,clinical finding,
t7264,anatomical entity,,located in,attribute,
t7265,anatomical entity,,located in,organism taxon,
t7266,anatomical entity,,located in,event,
t7267,anatomical entity,,location of,attribute,
t7268,anatomical entity,,location of,organism taxon,
t7269,anatomical entity,,location of,event,
t7270,anatomical entity,,is input of,molecular activity,
t7271,anatomical entity,,is input of,biological process,
t7272,anatomical entity,,is output of,molecular activity,
t7273,anatomical entity,,is output of,biological process,
t7274,anatomical entity,,actively involved in,molecular activity,
t7275,anatomical entity,,actively involved in,biological process,
t7276,anatomical entity,,capable of,activity and behavior,
t7277,anatomical entity,,capable of,phenomenon,
t7278,anatomical entity,,capable of,environmental process,
t7279,anatomical entity,,consumes,attribute,
t7280,anatomical entity,,consumes,organism taxon,
t7281,anatomical entity,,consumes,event,
t7282,anatomical entity,,consumed by,attribute,
t7283,anatomical entity,,consumed by,organism taxon,
t7284,anatomical entity,,consumed by,event,
t7285,anatomical entity,,has contraindication,chemical entity,
t7286,anatomical entity,,has contraindication,drug,
t7287,anatomical entity,,has contraindication,treatment,
t7288,anatomical entity,,in taxon,organism taxon,
t7289,cellular component,,related to,attribute,
t7290,cellular component,,related to,organism taxon,
t7291,cellular component,,related to,event,
t7292,cellular component,,associated with,attribute,
t7293,cellular component,,associated with,organism taxon,
t7294,cellular component,,associated with,event,
t7295,cellular component,,has active component,gene,
t7296,cellular component,,has active component,gene product mixin,
